Isolates,Level 1
14672_1#60,9
14672_1#61,12
14672_1#62,5
14672_1#63,15
14672_1#64,10
14672_1#65,12
14672_1#66,7
14672_1#67,10
14672_1#68,9
14672_1#69,12
14672_1#7,10
14672_1#71,12
14672_1#72,16
14672_1#74,10
14672_1#75,10
14672_1#76,5
14672_1#77,8
14672_1#78,15
14672_1#79,8
14672_1#8,10
14672_1#80,14
14672_1#81,8
14672_1#82,12
14672_1#83,9
14672_1#84,12
14672_1#85,12
14672_1#86,12
14672_1#87,12
14672_1#88,2
14672_1#89,12
14672_1#9,12
14672_1#90,2
14672_1#91,8
14672_1#92,9
14672_1#93,10
14672_1#94,12
14672_1#95,10
14893_3#67,5
14893_3#68,9
14893_3#69,2
14893_3#70,9
