Isolates,Level 1,Level 2
6133_3#9,6,23
6236_1#1,14,50
6236_1#10,7,28
6236_1#11,14,50
6236_1#2,13,44
6236_1#3,15,57
6236_1#4,1,4
6236_1#6,4,17
6236_1#7,14,48
6236_1#9,15,59
