Isolates,Level 1
CON-10786_2015-08-17,3
CON-11010_2015-08-23,3
CON-8559_2015-06-21,3
CON-8811_2015-06-27,3
CON12930_2015-10-13,6
EM-FORE-2015-1414_2015-07-13,3
EM-FORE-2015-548_2015-05-27,3
EM-FORE-2015-631_2015-06-02,3
EM-FORE-2015-664_2015-06-04,3
EM-FORE-2015-669_2015-06-05,3
EM-FORE-2015-838_2015-06-16,3
EM-FORE_2015_1160_2015-07-13,6
EM_COY_2015_013576_2015-03-09,6
EM_COY_2015_013671_2015-03-12,3
EM_COY_2015_013731_2015-03-14,6
EM_COY_2015_013795_2015-03-16,3
EM_COY_2015_013857_2015-03-18,6
EM_COY_2015_013962_2015-03-22,3
EM_COY_2015_014060_2015-03-25,3
EM_COY_2015_014098_2015-03-26,6
EM_COY_2015_014100_2015-03-26,6
EM_COY_2015_014102_2015-03-26,6
EM_COY_2015_014261_2015-04-02,6
EM_COY_2015_014370_2015-04-07,3
EM_COY_2015_015802_2015-04-14,6
EM_COY_2015_015815_2015-04-14,3
EM_COY_2015_015972_2015-04-20,3
EM_COY_2015_015980_2015-04-20,3
EM_COY_2015_015982_2015-04-20,6
EM_COY_2015_015986_2015-04-20,3
EM_COY_2015_016236_2015-05-03,6
EM_COY_2015_016238_2015-05-03,3
EM_COY_2015_016263_2015-05-04,6
EM_COY_2015_016267_2015-05-04,3
EM_COY_2015_016278_2015-05-05,3
EM_COY_2015_016293_2015-05-06,6
EM_COY_2015_016414_2015-05-11,3
EM_COY_2015_016449_2015-05-11,6
EM_COY_2015_016456_2015-05-12,3
EM_COY_2015_016483_2015-05-13,6
EM_COY_2015_016515_2015-05-14,3
EM_COY_2015_016531_2015-05-14,3
EM_COY_2015_016617_2015-05-16,3
EM_COY_2015_016642_2015-05-17,6
EM_COY_2015_016743_2015-05-19,6
EM_COY_2015_016800_2015-05-20,3
EM_COY_2015_017018_2015-05-26,6
EM_COY_2015_017021_2015-05-25,6
EM_COY_2015_017057_2015-05-27,3
EM_COY_2015_017091_2015-05-28,6
EM_COY_2015_017135_2015-05-29,3
EM_COY_2015_017238_2015-05-31,3
EM_COY_2015_017240_2015-05-31,3
EM_COY_2015_017574_2015-06-10,6
EM_COY_2015_017664_2015-06-12,3
EM_COY_2015_017666_2015-06-12,3
EM_COY_2015_017787_2015-06-16,3
EM_COY_2015_017788_2015-06-16,3
EM_COY_2015_017865_2015-06-18,3
EM_COY_2015_022059_2015-07-02,3
EM_COY_2015_023747_2015-09-09,3
EM_FORE_2015-1971_2015-08-14,3
EM_FORE_2015_1023_2015-06-29,3
EM_FORE_2015_1024_2015-06-29,3
EM_FORE_2015_1047_2015-06-30,3
EM_FORE_2015_1076_2015-07-01,3
EM_FORE_2015_1079_2015-07-01,3
EM_FORE_2015_1118_2015-07-02,3
EM_FORE_2015_1313_2015-07-10,3
EM_FORE_2015_1415_2015-07-20,6
EM_FORE_2015_1437_2015-07-15,3
EM_FORE_2015_2781_2015-10-13,3
EM_FORE_2015_2878_2015-10-24,3
EM_FORE_2015_695_2015-06-07,3
EM_FORE_2015_696_2015-06-07,3
EM_FORE_2015_697_2015-06-07,3
EM_FORE_2015_781_2015-06-13,3
EM_FORE_2015_816_2015-06-15,6
EM_FORE_2015_875_2015-06-17,6
EM_FORE_2015_896_2015-06-20,3
EM_FORE_2015_934_2015-06-23,3
EM_GUI_2015_004674_2015-03-26,3
EM_FORE_2015-2417_2015-09-15,3
EM_FORE_2015-2531_2015-09-26,3
EM_FORE_2015-2533_2015-09-26,3
GUI_CTS_2015_0050_2015-06-20,6
GUI_CTS_2015_0051_2015-06-21,6
GUI_CTS_2015_0052_2015-06-25,6
IPDPFHGINSP_GUI_2015_4786_2015-03-26,6
IPDPFHGINSP_GUI_2015_4909_2015-03-29,6
IPDPFHGINSP_GUI_2015_5038_2015-04-01,3
IPDPFHGINSP_GUI_2015_5117_2015-04-03,6
IPDPFHGINSP_GUI_2015_5339_2015-04-08,6
IPDPFHGINSP_GUI_2015_6505_2015-05-03,6
IPDPFHGINSP_GUI_2015_6899_2015-05-14,6
IPDPFHGINSP_GUI_2015_7070_2015-05-18,6
KG12_2015-05-27,6
KG167_2015-06-29,6
KG168_2015-06-29,6
KG80_2015-06-18,6
KG87_2015-06-19,6
KG88_2015-06-19,6
KG90_2015-06-19,6
KG91_2015-06-20,6
REDC-GUI-2015-00402_2015-07-08,3
REDC-GUI-2015-00497_2015-07-12,3
REDC-GUI-2015-00502_2015-07-13,3
REDC_GUI_2015_00483_2015-07-12,3
REDC_GUI_2015_00494B_2015-07-12,3
REDC_GUI_2015_00545_2015-07-15,3
REDC_GUI_2015_00576_2015-07-17,3
REDC_GUI_2015_00589_2015-07-15,3
REDC_GUI_2015_01165_2015-08-18,3
REDC_GUI_2015_01285_2015-08-24,3
REDC_GUI_2015_01323_2015-08-27,3
REDC_GUI_2015_01408_2015-09-01,3
REDC_GUI_2015_02242_2015-10-24,3
77551_EMLK_2015-01-01,4
PL4197_2015-03-02,4
PL4203_2015-03-02,4
PL4284_2015-03-03,4
704_EMLH_2015-02-09,4
PL4932_2015-03-18,4
MK0464_2014-12-24,4
MK0865_2015-01-05,4
MK0866_2015-01-05,4
MK0867_2015-01-05,4
PL4119_2015-02-28,4
PL4785_2015-03-14,4
PL4813_2015-03-14,4
PL4283_2015-03-03,4
PL4443_2015-03-07,4
PL4844_2015-03-16,4
PL4886_2015-03-16,4
PL5133_2015-03-21,4
PL5275_2015-03-24,4
PL5534_2015-03-29,4
PL5674_2015-03-31,4
PL5950_2015-04-08,4
MK1156_2015-01-15,5
20146578_2014-12-26,5
DML25123_2015-02-18,4
EM_079388_2014-07-30,7
14748_EML_2015-04-19,3
PL4804_2015-03-15,4
20140008_2014-08-22,7
20140024_2014-08-20,5
20140038_2014-08-23,7
20140091_2014-08-22,5
20140100_2014-08-24,7
20140134_2014-08-26,5
20140161_2014-08-27,7
20140174_2014-08-27,4
20140254_2014-08-29,7
201403007_2014-08-03,7
20140395_2014-09-02,8
20140433_2014-09-03,5
20140436_2014-09-03,5
20140489_2014-09-04,5
20140517_2014-09-05,7
20140590_2014-09-07,5
20140729_2014-09-10,7
20140872_2014-09-15,4
20140910_2014-09-18,7
20140933_2014-09-16,7
20141012_2014-09-21,7
20141043_2014-09-21,7
20141061_2014-09-21,7
20141123_2014-09-22,8
20141227_2014-09-26,7
20141232_2014-09-25,5
20141241_2014-09-24,7
20141271_2014-09-24,5
20141280_2014-09-23,8
20141282_2014-09-23,5
20141288_2014-09-23,5
20141352_2014-09-26,4
20141397_2014-09-28,4
20141429_2014-09-28,5
20141491_2014-10-01,5
20141497_2014-10-01,5
20141582_2014-10-04,8
20141643_2014-10-04,7
20141650_2014-10-05,8
20141960_2014-10-09,5
20141997_2014-10-10,4
20142065_2014-10-11,7
20142127_2014-10-12,5
20142260_2014-10-14,5
20142407_2014-10-16,7
20142417_2014-10-19,7
20142477_2014-10-19,7
20142551_2014-10-23,5
20142843_2014-10-23,5
20142856_2014-10-24,5
20142895_2014-10-24,5
20143018_2014-10-26,5
20143031_2014-10-25,8
20143036_2014-10-24,5
20143107_2014-10-25,5
20143164_2014-10-27,7
20143187_2014-10-28,8
20143317_2014-10-29,4
20143360_2014-10-30,5
20143415_2014-10-31,5
20143458_2014-11-01,4
20143466_2014-11-01,7
20143550_2014-11-01,5
20143648_2014-11-03,5
20143659_2014-11-03,5
20143716_2014-11-04,8
20143753_2014-11-05,8
20143796_2014-11-05,8
20143918_2014-11-06,5
20143938_2014-11-07,5
20143964_2014-11-07,7
20144192_2014-11-08,5
20144521_2014-11-12,4
20144610_2014-11-12,8
20144819_2014-11-15,5
20144820_2014-11-15,5
20144837_2014-11-14,5
20144865_2014-11-13,5
20145835_2014-11-25,5
20145853_2014-11-26,8
20146001_2014-11-24,4
20146553_2014-12-22,5
Makona-201403147_2014-09-13,5
Makona-201403261_2014-09-26,7
Makona-GE1_2014-11-21,5
DML12033_2015-02-19,1
DML12051_2015-02-21,1
DML12116_2015-02-26,1
DML12117_2015-02-26,1
DML12120_2015-02-27,1
DML12137_2015-02-28,1
DML12194_2015-03-04,8
DML12239_2015-03-09,8
DML12260_2015-03-09,1
DML12268_2015-03-10,1
DML12458_2015-03-28,5
DML12485_2015-03-31,1
DML24502_2015-01-13,4
DML24504_2015-01-13,4
DML24506_2015-01-14,4
DML24511_2015-01-14,4
DML24552_2015-01-17,4
DML24553_2015-01-17,4
DML24573_2015-01-18,4
DML24581_2015-01-19,4
DML24592_2015-01-20,4
DML24601_2015-01-20,4
DML24604_2015-01-20,4
DML24605_2015-01-20,4
DML24606_2015-01-20,4
DML24608_2015-01-20,4
DML24611_2015-01-21,4
DML24669_2015-01-25,4
DML24677_2015-01-25,4
DML24683_2015-01-26,4
DML24708_2015-01-28,2
DML24818_2015-02-03,4
DML24825_2015-02-04,4
DML24854_2015-02-06,4
DML25083_2015-02-18,4
DML25103_2015-02-19,4
DML25180_2015-02-23,8
DML25344_2015-03-06,8
DML25411_2015-03-10,8
EM_000015_2014-09-01,7
EM_000027_2014-09-01,7
EM_000028_2014-09-01,7
EM_000127_2014-09-04,7
EM_000128_2014-09-04,7
EM_000218_2014-09-07,7
EM_000219_2014-09-07,7
EM_000321_2014-09-09,7
EM_000457_2014-09-12,7
EM_000500_2014-09-13,6
EM_000501_2014-09-13,7
EM_000502_2014-09-13,7
EM_000706_2014-09-21,7
EM_000707_2014-09-22,6
EM_000921_2014-09-29,7
EM_000925_2014-09-29,7
EM_000934_2014-09-29,6
EM_000958_2014-09-30,7
EM_000968_2014-10-01,7
EM_000982_2014-10-01,7
EM_000983_2014-10-01,7
EM_001101_2014-10-05,7
EM_001102_2014-10-05,7
EM_004059_2014-12-20,7
EM_004085_2014-12-19,7
EM_004192_2014-12-22,7
EM_004201_2014-12-24,7
EM_004259_2014-12-26,7
EM_004290_2014-12-27,7
EM_004414_2015-01-02,7
EM_004422_2015-01-02,7
EM_004437_2015-01-04,7
EM_004438_2015-01-04,7
EM_004481_2015-01-11,7
EM_004494_2015-01-14,7
EM_004503_2015-01-15,7
EM_004555_2015-01-22,7
EM_004563_2015-01-25,7
EM_004580_2015-01-27,7
EM_004589_2015-01-31,7
EM_074335_2014-07-18,6
EM_074349_2014-07-22,7
EM_074350_2014-07-22,7
EM_074351_2014-07-22,7
EM_074352_2014-07-22,7
EM_074353_2014-07-22,7
EM_074354_2014-07-22,6
EM_074391_2014-07-26,7
EM_074392_2014-07-25,7
EM_074436_2014-08-01,7
EM_074437_2014-08-01,7
EM_074438_2014-08-01,7
EM_074439_2014-08-01,7
EM_074461_2014-08-04,6
EM_074462_2014-08-04,7
EM_074531_2014-08-08,6
EM_074548_2014-08-08,7
EM_074720_2014-08-14,7
EM_074785_2014-08-16,7
EM_074821_2014-08-17,7
EM_074822_2014-08-17,7
EM_075043_2014-08-22,7
EM_075076_2014-08-23,7
EM_075368_2014-08-29,7
EM_075373_2014-08-30,7
EM_075435_2014-08-30,7
EM_075447_2014-08-31,7
EM_075928_2014-10-10,7
EM_075929_2014-10-10,7
EM_075930_2014-10-10,7
EM_075931_2014-10-10,7
EM_075932_2014-10-10,7
EM_076138_2014-10-17,7
EM_076191_2014-10-18,7
EM_076192_2014-10-18,7
EM_076193_2014-10-18,7
EM_076217_2014-10-19,7
EM_076322_2014-10-22,7
EM_076334_2014-10-23,7
EM_076335_2014-10-23,7
EM_076383_2014-10-26,7
EM_076403_2014-10-27,7
EM_076472_2014-10-29,7
EM_076533_2014-11-01,7
EM_076534_2014-11-01,7
EM_076610_2014-11-03,7
EM_076615_2014-11-03,7
EM_076951_2014-11-13,7
EM_078415_2014-11-24,7
EM_078416_2014-11-24,7
EM_078555_2014-12-01,7
EM_078556_2014-12-01,7
EM_078608_2014-12-04,7
EM_078638_2014-12-03,7
EM_078639_2014-12-04,7
EM_078654_2014-12-09,7
EM_078656_2014-12-09,7
EM_078670_2014-12-11,7
EM_078683_2014-12-11,7
EM_078694_2014-12-14,7
EM_078706_2014-12-15,7
EM_078722_2014-12-16,7
EM_078763_2014-12-17,7
EM_078779_2014-12-18,7
EM_079404_2014-03-28,6
EM_079405_2014-03-28,6
EM_079408_2014-03-31,6
EM_079410_2014-03-31,6
EM_079412_2014-03-31,6
EM_079413_2014-03-31,6
EM_079414_2014-03-31,6
EM_079421_2014-03-30,6
EM_079422_2014-03-27,6
EM_079423_2014-03-27,6
EM_079424_2014-03-27,6
EM_079429_2014-04-02,6
EM_079434_2014-04-02,6
EM_079442_2014-04-03,6
EM_079444_2014-04-02,6
EM_079450_2014-04-01,6
EM_079464_2014-04-04,6
EM_079497_2014-04-07,6
EM_079514_2014-04-10,6
EM_079517_2014-04-11,6
EM_079542_2014-04-12,6
EM_079549_2014-04-13,6
EM_079578_2014-04-18,6
EM_079587_2014-04-22,6
EM_079622_2014-04-28,6
EM_079630_2014-05-01,6
EM_079657_2014-05-07,6
EM_079659_2014-05-07,6
EM_079677_2014-05-10,6
EM_079681_2014-05-11,6
EM_079685_2014-05-11,6
EM_079702_2014-05-14,6
EM_079731_2014-05-18,6
EM_079749_2014-05-21,6
EM_079750_2014-05-21,6
EM_079753_2014-05-22,6
EM_079772_2014-05-24,6
EM_079775_2014-05-24,6
EM_079815_2014-05-28,6
EM_079859_2014-06-01,6
EM_079876_2014-06-05,6
EM_079880_2014-06-05,6
EM_079910_2014-06-09,6
EM_079911_2014-06-09,6
EM_079912_2014-06-09,6
EM_079913_2014-06-09,6
EM_079914_2014-06-10,6
EM_079915_2014-06-10,6
EM_079983_2014-06-13,6
EM_080003_2014-06-14,7
EM_080011_2014-06-15,6
EM_080063_2014-06-20,6
EM_080064_2014-06-20,6
EM_080065_2014-06-20,7
EM_080066_2014-06-20,6
EM_080067_2014-06-20,7
EM_080076_2014-06-22,6
EM_080132_2014-06-24,6
EM_080141_2014-06-25,6
EM_080165_2014-06-26,7
EM_080193_2014-06-29,6
EM_080213_2014-07-03,6
EM_080223_2014-07-04,7
EM_080253_2014-07-10,6
EM_080261_2014-07-12,7
EM_080265_2014-07-12,5
EM_080269_2014-07-12,7
Gueckedou-C05_2014-03-19,6
Gueckedou-C07_2014-03-20,6
Kissidougou-C15_2014-03-17,6
Goderich1_2015-02-19,1
Makona-Italy-INMI1_2014-11-25,5
1027_2014-09-18,3
1039_2014-09-19,5
1043_2014-09-19,5
1047_2014-09-20,6
1059_2014-09-21,5
1063_2014-09-21,7
1069_2014-09-21,5
1081_2014-09-22,5
1100_2014-09-23,6
1104_2014-09-24,5
1105_2014-09-24,5
1116_2014-09-24,5
1120_2014-09-25,7
1121_2014-09-25,7
1128_2014-09-25,8
1129_2014-09-25,6
1149_2014-09-27,8
1193_2014-09-28,6
1205_2014-10-02,7
1210_2014-10-02,7
1211_2014-10-02,7
1213_2014-10-02,6
1215_2014-10-02,5
1249_2014-10-04,6
1250_2014-10-04,3
1274_2014-10-04,7
1277_2014-10-04,6
1278_2014-10-04,6
1279_2014-10-04,7
1283_2014-10-04,7
1298_2014-10-06,6
1316_2014-10-07,6
1320_2014-10-07,6
1321_2014-10-07,7
1327_2014-10-07,6
1331_2014-10-07,6
1333_2014-10-07,6
1339_2014-10-08,7
1340_2014-10-08,7
1341_2014-10-08,6
1342_2014-10-08,7
1355_2014-10-09,7
1365_2014-10-09,5
1371_2014-10-10,7
1374_2014-10-10,6
1394_2014-10-11,7
1436_2014-10-13,6
1445_2014-10-14,7
1454_2014-10-14,7
1480_2014-10-15,7
1481_2014-10-15,7
1491_2014-10-16,7
1551_2014-10-18,6
1561_2014-10-19,7
1567_2014-10-18,5
1568_2014-10-18,7
1571_2014-10-20,5
1622_2014-10-22,7
1623_2014-10-24,7
1648_2014-10-23,6
1651_2014-10-24,3
1652_2014-10-24,6
1686_2014-10-24,6
1689_2014-10-25,6
1690_2014-10-25,6
505_2014-07-24,5
507_2014-07-24,5
509_2014-07-24,5
517_2014-07-24,6
531_2014-07-27,6
573_2014-08-02,5
653_2014-08-15,7
657_2014-08-16,5
678_2014-08-19,5
684_2014-08-20,5
691_2014-08-21,7
701_2014-08-22,5
740_2014-08-26,5
742_2014-08-26,5
768_2014-08-27,7
786_2014-08-28,5
787_2014-08-28,5
789_2014-08-29,7
955_2014-09-11,5
976_2014-09-14,5
989_2014-09-15,5
Conakry_633_2014-08-12,7
Conakry_645_2014-08-14,7
Makona-Mali-DPR1_2014-10-23,7
Makona-Mali-DPR2_2014-11-12,7
Makona-UK2_2014-12-29,8
Makona-UK3_2015-03-12,1
Makona-UK1.1_2014-08-25,7
J0001_2014-09-27,4
J0002_2014-09-27,4
J0003_2014-09-28,5
J0004_2014-09-28,8
J0005_2014-09-26,4
J0006_2014-09-28,8
J0007_2014-09-27,4
J0008_2014-09-29,4
J0009_2014-09-28,5
J0010_2014-09-28,5
J0011_2014-09-29,5
J0012_2014-09-29,5
J0013_2014-09-28,5
J0014_2014-09-29,5
J0015_2014-09-26,5
J0016_2014-09-30,4
J0017_2014-09-26,5
J0018_2014-09-30,5
J0019_2014-09-25,5
J0020_2014-09-25,5
J0021_2014-09-29,5
J0022_2014-09-25,5
J0023_2014-10-01,5
J0024_2014-09-29,4
J0025_2014-10-02,5
J0026_2014-10-02,8
J0027_2014-10-02,5
J0028_2014-10-02,4
J0029_2014-09-29,5
J0030_2014-10-03,5
J0031_2014-10-03,5
J0032_2014-09-30,5
J0033_2014-10-03,5
J0034_2014-09-30,5
J0035_2014-10-01,5
J0036_2014-10-03,5
J0037_2014-10-03,5
J0038_2014-09-30,5
J0039_2014-10-03,4
J0040_2014-10-04,8
J0041_2014-10-04,4
J0042_2014-10-04,4
J0043_2014-10-04,8
J0044_2014-10-05,8
J0045_2014-10-05,8
J0046_2014-10-07,5
J0047_2014-10-05,8
J0048_2014-10-05,5
J0049_2014-10-07,5
J0050_2014-10-05,4
J0051_2014-10-07,7
J0052_2014-10-08,8
J0053_2014-10-06,7
J0054_2014-10-06,7
J0055_2014-10-06,5
J0056_2014-10-08,5
J0057_2014-10-05,5
J0058_2014-10-08,5
J0059_2014-10-08,8
J0060_2014-10-06,8
J0061_2014-10-10,5
J0062_2014-10-10,5
J0063_2014-10-10,5
J0064_2014-10-09,8
J0065_2014-10-09,8
J0066_2014-10-10,4
J0067_2014-10-09,5
J0068_2014-10-09,8
J0069_2014-10-09,8
J0070_2014-10-09,5
J0071_2014-10-09,5
J0072_2014-10-09,5
J0073_2014-10-12,5
J0074_2014-10-13,5
J0075_2014-10-17,8
J0076_2014-10-17,5
J0077_2014-10-17,8
J0078_2014-10-18,8
J0079_2014-10-16,5
J0080_2014-10-18,8
J0081_2014-10-16,8
J0082_2014-10-16,5
J0083_2014-10-18,5
J0084_2014-10-16,5
J0085_2014-10-17,5
J0086_2014-10-23,8
J0087_2014-10-23,8
J0088_2014-10-20,5
J0089_2014-10-23,4
J0090_2014-10-23,8
J0091_2014-10-25,8
J0092_2014-10-25,7
J0093_2014-10-24,8
J0094_2014-10-27,8
J0095_2014-10-27,5
J0096_2014-10-27,5
J0097_2014-10-28,5
J0098_2014-10-28,8
J0099_2014-10-28,7
J0100_2014-10-26,8
J0101_2014-10-29,5
J0102_2014-10-27,5
J0103_2014-10-29,5
J0104_2014-10-29,5
J0105_2014-10-29,5
J0106_2014-10-28,8
J0107_2014-10-29,8
J0108_2014-10-28,8
J0109_2014-10-31,5
J0110_2014-10-31,5
J0111_2014-10-30,5
J0112_2014-10-31,4
J0113_2014-10-30,4
J0114_2014-10-29,5
J0115_2014-10-29,5
J0116_2014-10-30,8
J0117_2014-10-31,8
J0118_2014-10-31,5
J0119_2014-10-30,5
J0120_2014-10-30,5
J0121_2014-10-29,4
J0122_2014-10-29,5
J0123_2014-11-01,5
J0124_2014-11-02,8
J0125_2014-10-31,5
J0126_2014-10-31,5
J0127_2014-10-30,5
J0128_2014-10-31,5
J0129_2014-11-02,1
J0130_2014-11-02,5
J0131_2014-10-30,5
J0132_2014-11-02,8
J0133_2014-10-31,8
J0134_2014-10-31,4
J0136_2014-11-01,8
J0137_2014-11-01,7
J0138_2014-11-01,5
J0139_2014-10-30,5
J0140_2014-10-30,5
J0141_2014-11-04,5
J0142_2014-11-03,5
J0143_2014-11-04,4
J0144_2014-11-04,4
J0145_2014-11-06,5
J0146_2014-11-07,4
J0147_2014-11-07,4
J0148_2014-11-06,8
J0149_2014-11-07,4
J0150_2014-11-06,4
J0151_2014-11-07,8
J0152_2014-11-07,5
J0153_2014-11-07,8
J0154_2014-11-07,4
J0155_2014-11-07,5
J0156_2014-11-07,5
J0157_2014-11-06,4
J0158_2014-11-08,5
J0159_2014-11-05,4
J0160_2014-11-07,5
J0161_2014-11-08,5
J0162_2014-11-09,5
J0163_2014-11-08,5
J0164_2014-11-09,5
J0165_2014-11-08,5
J0166_2014-11-08,5
J0167_2014-11-08,8
J0168_2014-11-11,5
J0170_2014-11-10,8
J0171_2014-11-10,4
J0172_2014-11-11,8
J0173_2014-11-11,4
J0174_2014-11-11,4
J0175_2014-11-11,5
CDC-NIH-1122_2014-09-16,7
CDC-NIH-1650_2014-09-27,7
CDC-NIH-2303_2014-10-10,7
CDC-NIH-2313_2014-10-10,7
CDC-NIH-257_2014-08-27,7
CDC-NIH-259_2014-08-27,7
CDC-NIH-261_2014-08-27,7
CDC-NIH-2984_2014-10-23,7
CDC-NIH-3762_2014-11-19,7
CDC-NIH-3827_2014-11-23,7
CDC-NIH-3832_2014-11-23,7
CDC-NIH-3871_2014-11-25,7
CDC-NIH-3874_2014-11-25,7
CDC-NIH-3878_2014-11-25,7
CDC-NIH-595_2014-09-04,7
CDC-NIH-603_2014-09-04,7
CDC-NIH-683_2014-09-06,7
CDC-NIH-686_2014-09-06,7
CDC-NIH-708_2014-09-07,7
CDC-NIH-710_2014-09-07,7
LIBR0008_2014-10-31,7
LIBR0058_2014-11-05,7
LIBR0059_2014-11-05,7
LIBR0067_2014-11-06,7
LIBR0071_2014-11-06,7
LIBR0073_2014-11-06,7
LIBR0079_2014-11-07,7
LIBR0090_2014-11-08,7
LIBR0092_2014-11-08,7
LIBR0093_2014-11-08,7
LIBR0112_2014-11-10,7
LIBR0115_2014-11-10,7
LIBR0116_2014-11-10,7
LIBR0118_2014-11-10,7
LIBR0157_2014-11-13,7
LIBR0159_2014-11-13,7
LIBR0160_2014-11-13,7
LIBR0168_2014-11-13,7
LIBR0173_2014-11-14,7
LIBR0176_2014-11-14,7
LIBR0177_2014-11-14,7
LIBR0229_2014-11-17,7
LIBR0284_2014-11-22,7
LIBR0286_2014-11-22,7
LIBR0333_2014-11-25,7
LIBR0350_2014-11-26,7
LIBR0380_2014-11-28,7
LIBR0423_2014-12-03,7
LIBR0430_2014-12-03,7
LIBR0503_2014-12-10,7
LIBR0505_2014-12-10,7
LIBR0605_2014-12-20,7
LIBR0622_2014-12-22,7
LIBR0624_2014-12-22,7
LIBR0707_2014-12-29,7
LIBR0993_2015-01-20,7
LIBR10008_2014-08-21,7
LIBR10014_2014-08-19,7
LIBR10017_2014-08-19,7
LIBR10020_2014-08-18,7
LIBR10021_2014-08-18,7
LIBR10022_2014-08-16,7
LIBR10025_2014-08-16,7
LIBR10026_2014-08-16,7
LIBR10027_2014-08-16,7
LIBR10029_2014-08-16,7
LIBR10030_2014-08-16,7
LIBR10031_2014-08-16,7
LIBR10032_2014-08-16,7
LIBR10033_2014-08-15,7
LIBR10035_2014-08-15,7
LIBR10036_2014-08-10,7
LIBR10037_2014-08-10,7
LIBR10040_2014-08-04,7
LIBR10042_2014-08-04,7
LIBR10047_2014-10-01,7
LIBR10048_2014-10-01,7
LIBR10050_2014-10-01,7
LIBR10051_2014-10-01,7
LIBR10052_2014-10-01,7
LIBR10053_2014-10-01,7
LIBR10054_2014-09-23,7
LIBR10055_2014-09-23,7
LIBR10056_2014-09-23,7
LIBR10060_2014-09-23,7
LIBR10061_2014-09-23,7
LIBR10062_2014-09-23,7
LIBR10065_2014-09-21,7
LIBR10066_2014-09-20,7
LIBR10071_2014-09-20,7
LIBR10072_2014-09-20,7
LIBR10074_2014-09-20,7
LIBR10076_2014-09-20,7
LIBR10077_2014-08-26,7
LIBR10078_2014-08-26,7
LIBR10079_2014-08-26,7
LIBR10082_2014-08-26,7
LIBR10086_2014-08-26,7
LIBR10087_2014-08-26,7
LIBR10088_2014-08-26,7
LIBR10089_2014-08-17,7
LIBR10092_2014-08-17,7
LIBR10093_2014-08-17,7
LIBR10098_2014-08-17,7
LIBR10100_2014-08-22,7
LIBR10101_2014-08-22,7
LIBR10103_2014-08-20,7
LIBR10106_2014-08-20,7
LIBR10110_2014-08-20,7
LIBR10112_2014-08-20,7
LIBR10113_2014-08-20,7
LIBR10118_2014-08-24,7
LIBR10127_2014-08-22,7
LIBR10128_2014-08-30,7
LIBR10130_2014-09-01,7
LIBR10132_2014-09-08,7
LIBR10135_2014-09-07,7
LIBR10136_2014-09-09,7
LIBR10137_2014-09-09,7
LIBR10139_2014-09-09,7
LIBR10144_2014-09-20,7
LIBR10145_2014-09-20,7
LIBR10148_2014-09-20,7
LIBR10151_2014-09-09,7
LIBR10154_2014-09-13,7
