Isolate,baps.cluster
GUI_CTS_2015_0051_2015-06-21,10
GUI_CTS_2015_0052_2015-06-25,10
IPDPFHGINSP_GUI_2015_4786_2015-03-26,10
IPDPFHGINSP_GUI_2015_4909_2015-03-29,10
IPDPFHGINSP_GUI_2015_5038_2015-04-01,11
IPDPFHGINSP_GUI_2015_5117_2015-04-03,10
IPDPFHGINSP_GUI_2015_5339_2015-04-08,10
IPDPFHGINSP_GUI_2015_6505_2015-05-03,10
IPDPFHGINSP_GUI_2015_6899_2015-05-14,10
IPDPFHGINSP_GUI_2015_7070_2015-05-18,10
KG12_2015-05-27,10
KG167_2015-06-29,10
KG168_2015-06-29,10
KG80_2015-06-18,10
KG87_2015-06-19,10
KG88_2015-06-19,10
KG90_2015-06-19,10
KG91_2015-06-20,10
REDC-GUI-2015-00402_2015-07-08,11
REDC-GUI-2015-00497_2015-07-12,11
REDC-GUI-2015-00502_2015-07-13,11
REDC_GUI_2015_00483_2015-07-12,11
REDC_GUI_2015_00494B_2015-07-12,11
REDC_GUI_2015_00545_2015-07-15,11
REDC_GUI_2015_00576_2015-07-17,11
REDC_GUI_2015_00589_2015-07-15,11
REDC_GUI_2015_01165_2015-08-18,11
REDC_GUI_2015_01285_2015-08-24,11
REDC_GUI_2015_01323_2015-08-27,11
REDC_GUI_2015_01408_2015-09-01,11
REDC_GUI_2015_02242_2015-10-24,11
77551_EMLK_2015-01-01,9
PL4197_2015-03-02,9
PL4203_2015-03-02,9
PL4284_2015-03-03,9
704_EMLH_2015-02-09,9
PL4932_2015-03-18,9
MK0464_2014-12-24,9
MK0865_2015-01-05,9
MK0866_2015-01-05,9
MK0867_2015-01-05,9
PL4119_2015-02-28,9
PL4785_2015-03-14,9
PL4813_2015-03-14,9
PL4283_2015-03-03,9
PL4443_2015-03-07,9
PL4844_2015-03-16,9
PL4886_2015-03-16,9
PL5133_2015-03-21,9
PL5275_2015-03-24,9
PL5534_2015-03-29,9
PL5674_2015-03-31,9
PL5950_2015-04-08,9
MK1156_2015-01-15,3
20146578_2014-12-26,4
DML25123_2015-02-18,9
EM_079388_2014-07-30,13
14748_EML_2015-04-19,11
PL4804_2015-03-15,9
20140008_2014-08-22,13
20140024_2014-08-20,3
20140038_2014-08-23,13
20140091_2014-08-22,4
20140100_2014-08-24,13
20140134_2014-08-26,4
20140161_2014-08-27,13
20140174_2014-08-27,9
20140254_2014-08-29,13
201403007_2014-08-03,13
20140395_2014-09-02,6
20140433_2014-09-03,4
20140436_2014-09-03,4
20140489_2014-09-04,4
20140517_2014-09-05,13
20140590_2014-09-07,4
20140729_2014-09-10,13
20140872_2014-09-15,9
20140910_2014-09-18,13
20140933_2014-09-16,13
20141012_2014-09-21,13
20141043_2014-09-21,13
20141061_2014-09-21,13
20141123_2014-09-22,6
20141227_2014-09-26,13
20141232_2014-09-25,4
20141241_2014-09-24,13
20141271_2014-09-24,3
20141280_2014-09-23,6
20141282_2014-09-23,4
20141288_2014-09-23,4
20141352_2014-09-26,9
20141397_2014-09-28,9
20141429_2014-09-28,3
20141491_2014-10-01,4
20141497_2014-10-01,4
20141582_2014-10-04,6
20141643_2014-10-04,13
20141650_2014-10-05,6
20141960_2014-10-09,4
20141997_2014-10-10,9
20142065_2014-10-11,13
20142127_2014-10-12,4
20142260_2014-10-14,4
20142407_2014-10-16,13
20142417_2014-10-19,13
20142477_2014-10-19,13
20142551_2014-10-23,3
20142843_2014-10-23,4
20142856_2014-10-24,4
20142895_2014-10-24,3
20143018_2014-10-26,3
20143031_2014-10-25,6
20143036_2014-10-24,4
20143107_2014-10-25,4
20143164_2014-10-27,13
20143187_2014-10-28,6
20143317_2014-10-29,9
20143360_2014-10-30,3
20143415_2014-10-31,3
20143458_2014-11-01,9
20143466_2014-11-01,13
20143550_2014-11-01,3
20143648_2014-11-03,3
20143659_2014-11-03,3
20143716_2014-11-04,6
20143753_2014-11-05,6
20143796_2014-11-05,6
20143918_2014-11-06,3
20143938_2014-11-07,3
20143964_2014-11-07,13
20144192_2014-11-08,4
20144521_2014-11-12,9
20144610_2014-11-12,6
20144819_2014-11-15,3
20144820_2014-11-15,3
20144837_2014-11-14,4
20144865_2014-11-13,13
20145835_2014-11-25,4
20145853_2014-11-26,6
20146001_2014-11-24,9
20146553_2014-12-22,4
Makona-201403147_2014-09-13,4
Makona-201403261_2014-09-26,13
Makona-GE1_2014-11-21,4
DML12033_2015-02-19,7
DML12051_2015-02-21,7
DML12116_2015-02-26,7
DML12117_2015-02-26,7
DML12120_2015-02-27,7
DML12137_2015-02-28,7
DML12194_2015-03-04,6
DML12239_2015-03-09,6
DML12260_2015-03-09,7
DML12268_2015-03-10,7
DML12458_2015-03-28,3
DML12485_2015-03-31,7
DML24502_2015-01-13,9
DML24504_2015-01-13,9
DML24506_2015-01-14,9
DML24511_2015-01-14,9
DML24552_2015-01-17,9
DML24553_2015-01-17,9
DML24573_2015-01-18,9
DML24581_2015-01-19,9
DML24592_2015-01-20,9
DML24601_2015-01-20,9
DML24604_2015-01-20,9
DML24605_2015-01-20,9
DML24606_2015-01-20,9
DML24608_2015-01-20,9
DML24611_2015-01-21,9
DML24669_2015-01-25,9
DML24677_2015-01-25,9
DML24683_2015-01-26,9
DML24708_2015-01-28,2
DML24818_2015-02-03,9
DML24825_2015-02-04,9
DML24854_2015-02-06,9
DML25083_2015-02-18,9
DML25103_2015-02-19,9
DML25180_2015-02-23,1
DML25344_2015-03-06,1
DML25411_2015-03-10,6
EM_000015_2014-09-01,13
EM_000027_2014-09-01,13
EM_000028_2014-09-01,13
EM_000127_2014-09-04,13
EM_000128_2014-09-04,13
EM_000218_2014-09-07,13
EM_000219_2014-09-07,13
EM_000321_2014-09-09,13
EM_000457_2014-09-12,8
EM_000500_2014-09-13,12
EM_000501_2014-09-13,13
EM_000502_2014-09-13,13
EM_000706_2014-09-21,13
EM_000707_2014-09-22,12
EM_000921_2014-09-29,13
EM_000925_2014-09-29,13
EM_000934_2014-09-29,12
EM_000958_2014-09-30,13
EM_000968_2014-10-01,13
EM_000982_2014-10-01,13
EM_000983_2014-10-01,13
EM_001101_2014-10-05,13
EM_001102_2014-10-05,13
EM_004059_2014-12-20,8
EM_004085_2014-12-19,8
EM_004192_2014-12-22,13
EM_004201_2014-12-24,8
EM_004259_2014-12-26,8
EM_004290_2014-12-27,8
EM_004414_2015-01-02,8
EM_004422_2015-01-02,8
EM_004437_2015-01-04,8
EM_004438_2015-01-04,8
EM_004481_2015-01-11,8
EM_004494_2015-01-14,8
EM_004503_2015-01-15,13
EM_004555_2015-01-22,13
EM_004563_2015-01-25,13
EM_004580_2015-01-27,13
EM_004589_2015-01-31,13
EM_074335_2014-07-18,12
EM_074349_2014-07-22,13
EM_074350_2014-07-22,13
EM_074351_2014-07-22,13
EM_074352_2014-07-22,13
EM_074353_2014-07-22,13
EM_074354_2014-07-22,12
EM_074391_2014-07-26,13
EM_074392_2014-07-25,13
EM_074436_2014-08-01,13
EM_074437_2014-08-01,13
EM_074438_2014-08-01,13
EM_074439_2014-08-01,13
EM_074461_2014-08-04,12
EM_074462_2014-08-04,8
EM_074531_2014-08-08,12
EM_074548_2014-08-08,8
EM_074720_2014-08-14,13
EM_074785_2014-08-16,13
EM_074821_2014-08-17,8
EM_074822_2014-08-17,8
EM_075043_2014-08-22,13
EM_075076_2014-08-23,8
EM_075368_2014-08-29,13
EM_075373_2014-08-30,8
EM_075435_2014-08-30,8
EM_075447_2014-08-31,8
EM_075928_2014-10-10,8
EM_075929_2014-10-10,8
EM_075930_2014-10-10,8
EM_075931_2014-10-10,8
EM_075932_2014-10-10,8
EM_076138_2014-10-17,13
EM_076191_2014-10-18,8
EM_076192_2014-10-18,8
EM_076193_2014-10-18,13
EM_076217_2014-10-19,8
EM_076322_2014-10-22,13
EM_076334_2014-10-23,8
EM_076335_2014-10-23,8
EM_076383_2014-10-26,8
EM_076403_2014-10-27,8
EM_076472_2014-10-29,8
EM_076533_2014-11-01,13
EM_076534_2014-11-01,13
EM_076610_2014-11-03,13
EM_076615_2014-11-03,8
EM_076951_2014-11-13,13
EM_078415_2014-11-24,8
EM_078416_2014-11-24,8
EM_078555_2014-12-01,13
EM_078556_2014-12-01,8
EM_078608_2014-12-04,13
EM_078638_2014-12-03,8
EM_078639_2014-12-04,8
EM_078654_2014-12-09,13
EM_078656_2014-12-09,8
EM_078670_2014-12-11,8
EM_078683_2014-12-11,8
EM_078694_2014-12-14,8
EM_078706_2014-12-15,8
EM_078722_2014-12-16,8
EM_078763_2014-12-17,8
EM_078779_2014-12-18,8
EM_079404_2014-03-28,12
EM_079405_2014-03-28,12
EM_079408_2014-03-31,12
EM_079410_2014-03-31,12
EM_079412_2014-03-31,12
EM_079413_2014-03-31,12
EM_079414_2014-03-31,12
EM_079421_2014-03-30,12
EM_079422_2014-03-27,12
EM_079423_2014-03-27,12
EM_079424_2014-03-27,12
EM_079429_2014-04-02,12
EM_079434_2014-04-02,12
EM_079442_2014-04-03,12
EM_079444_2014-04-02,12
EM_079450_2014-04-01,12
EM_079464_2014-04-04,12
EM_079497_2014-04-07,12
EM_079514_2014-04-10,12
EM_079517_2014-04-11,12
EM_079542_2014-04-12,12
EM_079549_2014-04-13,12
EM_079578_2014-04-18,12
EM_079587_2014-04-22,12
EM_079622_2014-04-28,12
EM_079630_2014-05-01,12
EM_079657_2014-05-07,12
EM_079659_2014-05-07,12
EM_079677_2014-05-10,12
EM_079681_2014-05-11,12
EM_079685_2014-05-11,12
EM_079702_2014-05-14,12
EM_079731_2014-05-18,12
EM_079749_2014-05-21,12
EM_079750_2014-05-21,12
EM_079753_2014-05-22,12
EM_079772_2014-05-24,12
EM_079775_2014-05-24,12
EM_079815_2014-05-28,12
EM_079859_2014-06-01,12
EM_079876_2014-06-05,12
EM_079880_2014-06-05,12
EM_079910_2014-06-09,12
EM_079911_2014-06-09,12
EM_079912_2014-06-09,12
EM_079913_2014-06-09,12
EM_079914_2014-06-10,12
EM_079915_2014-06-10,12
EM_079983_2014-06-13,12
EM_080003_2014-06-14,13
EM_080011_2014-06-15,12
EM_080063_2014-06-20,12
EM_080064_2014-06-20,12
EM_080065_2014-06-20,13
EM_080066_2014-06-20,12
EM_080067_2014-06-20,13
EM_080076_2014-06-22,12
EM_080132_2014-06-24,12
EM_080141_2014-06-25,12
EM_080165_2014-06-26,13
EM_080193_2014-06-29,12
EM_080213_2014-07-03,12
EM_080223_2014-07-04,13
EM_080253_2014-07-10,12
EM_080261_2014-07-12,13
EM_080265_2014-07-12,4
EM_080269_2014-07-12,13
Gueckedou-C05_2014-03-19,12
Gueckedou-C07_2014-03-20,12
Kissidougou-C15_2014-03-17,12
Goderich1_2015-02-19,7
Makona-Italy-INMI1_2014-11-25,3
1027_2014-09-18,11
1039_2014-09-19,4
1043_2014-09-19,4
1047_2014-09-20,10
1059_2014-09-21,4
1063_2014-09-21,8
1069_2014-09-21,4
1081_2014-09-22,4
1100_2014-09-23,13
1104_2014-09-24,4
1105_2014-09-24,4
1116_2014-09-24,4
1120_2014-09-25,8
1121_2014-09-25,8
1128_2014-09-25,6
1129_2014-09-25,10
1149_2014-09-27,6
1193_2014-09-28,10
1205_2014-10-02,8
1210_2014-10-02,8
1211_2014-10-02,13
1213_2014-10-02,10
1215_2014-10-02,4
1249_2014-10-04,10
1250_2014-10-04,11
1274_2014-10-04,8
1277_2014-10-04,10
1278_2014-10-04,10
1279_2014-10-04,13
1283_2014-10-04,13
1298_2014-10-06,10
1316_2014-10-07,10
1320_2014-10-07,10
1321_2014-10-07,8
1327_2014-10-07,10
1331_2014-10-07,10
1333_2014-10-07,10
1339_2014-10-08,8
1340_2014-10-08,8
1341_2014-10-08,13
1342_2014-10-08,8
1355_2014-10-09,8
1365_2014-10-09,4
1371_2014-10-10,13
1374_2014-10-10,10
1394_2014-10-11,8
1436_2014-10-13,10
1445_2014-10-14,8
1454_2014-10-14,8
1480_2014-10-15,8
1481_2014-10-15,8
1491_2014-10-16,8
1551_2014-10-18,10
1561_2014-10-19,8
1567_2014-10-18,4
1568_2014-10-18,8
1571_2014-10-20,4
1622_2014-10-22,8
1623_2014-10-24,8
1648_2014-10-23,10
1651_2014-10-24,11
1652_2014-10-24,10
1686_2014-10-24,10
1689_2014-10-25,10
1690_2014-10-25,10
505_2014-07-24,4
507_2014-07-24,4
509_2014-07-24,4
517_2014-07-24,12
531_2014-07-27,12
573_2014-08-02,4
653_2014-08-15,13
657_2014-08-16,4
678_2014-08-19,4
684_2014-08-20,4
691_2014-08-21,8
701_2014-08-22,4
740_2014-08-26,4
742_2014-08-26,4
768_2014-08-27,8
786_2014-08-28,4
787_2014-08-28,4
789_2014-08-29,8
955_2014-09-11,4
976_2014-09-14,4
989_2014-09-15,4
Conakry_633_2014-08-12,8
Conakry_645_2014-08-14,8
Makona-Mali-DPR1_2014-10-23,8
Makona-Mali-DPR2_2014-11-12,8
Makona-UK2_2014-12-29,6
Makona-UK3_2015-03-12,7
Makona-UK1.1_2014-08-25,13
J0001_2014-09-27,9
J0002_2014-09-27,9
J0003_2014-09-28,4
J0004_2014-09-28,6
J0005_2014-09-26,9
J0006_2014-09-28,3
J0007_2014-09-27,9
J0008_2014-09-29,9
J0009_2014-09-28,3
J0010_2014-09-28,3
J0011_2014-09-29,4
J0012_2014-09-29,4
J0013_2014-09-28,4
J0014_2014-09-29,4
J0015_2014-09-26,4
J0016_2014-09-30,9
J0017_2014-09-26,4
J0018_2014-09-30,4
J0019_2014-09-25,4
J0020_2014-09-25,4
J0021_2014-09-29,4
J0022_2014-09-25,4
J0023_2014-10-01,3
J0024_2014-09-29,9
J0025_2014-10-02,3
J0026_2014-10-02,6
J0027_2014-10-02,3
J0028_2014-10-02,9
J0029_2014-09-29,4
J0030_2014-10-03,4
J0031_2014-10-03,3
J0032_2014-09-30,4
J0033_2014-10-03,3
J0034_2014-09-30,3
J0035_2014-10-01,3
J0036_2014-10-03,3
J0037_2014-10-03,3
J0038_2014-09-30,4
J0039_2014-10-03,9
J0040_2014-10-04,6
J0041_2014-10-04,9
J0042_2014-10-04,9
J0043_2014-10-04,6
J0044_2014-10-05,6
J0045_2014-10-05,6
J0046_2014-10-07,3
J0047_2014-10-05,6
J0048_2014-10-05,4
J0049_2014-10-07,4
J0050_2014-10-05,9
J0051_2014-10-07,13
J0052_2014-10-08,6
J0053_2014-10-06,13
J0054_2014-10-06,13
J0055_2014-10-06,3
J0056_2014-10-08,3
J0057_2014-10-05,3
J0058_2014-10-08,3
J0059_2014-10-08,6
J0060_2014-10-06,6
J0061_2014-10-10,4
J0062_2014-10-10,3
J0063_2014-10-10,3
J0064_2014-10-09,6
J0065_2014-10-09,6
J0066_2014-10-10,9
J0067_2014-10-09,3
J0068_2014-10-09,6
J0069_2014-10-09,6
J0070_2014-10-09,3
J0071_2014-10-09,3
J0072_2014-10-09,3
J0073_2014-10-12,4
J0074_2014-10-13,4
J0075_2014-10-17,6
J0076_2014-10-17,3
J0077_2014-10-17,6
J0078_2014-10-18,6
J0079_2014-10-16,4
J0080_2014-10-18,6
J0081_2014-10-16,6
J0082_2014-10-16,3
J0083_2014-10-18,3
J0084_2014-10-16,3
J0085_2014-10-17,4
J0086_2014-10-23,6
J0087_2014-10-23,6
J0088_2014-10-20,4
J0089_2014-10-23,9
J0090_2014-10-23,6
J0091_2014-10-25,6
J0092_2014-10-25,13
J0093_2014-10-24,6
J0094_2014-10-27,6
J0095_2014-10-27,3
J0096_2014-10-27,4
J0097_2014-10-28,3
J0098_2014-10-28,6
J0099_2014-10-28,13
J0100_2014-10-26,6
J0101_2014-10-29,4
J0102_2014-10-27,4
J0103_2014-10-29,4
J0104_2014-10-29,4
J0105_2014-10-29,4
J0106_2014-10-28,6
J0107_2014-10-29,6
J0108_2014-10-28,6
J0109_2014-10-31,3
J0110_2014-10-31,3
J0111_2014-10-30,3
J0112_2014-10-31,9
J0113_2014-10-30,9
J0114_2014-10-29,4
J0115_2014-10-29,4
J0116_2014-10-30,6
J0117_2014-10-31,6
J0118_2014-10-31,4
J0119_2014-10-30,3
J0120_2014-10-30,3
J0121_2014-10-29,9
J0122_2014-10-29,3
J0123_2014-11-01,4
J0124_2014-11-02,6
J0125_2014-10-31,3
J0126_2014-10-31,3
J0127_2014-10-30,3
J0128_2014-10-31,3
J0129_2014-11-02,7
J0130_2014-11-02,3
J0131_2014-10-30,3
J0132_2014-11-02,6
J0133_2014-10-31,6
J0134_2014-10-31,9
J0136_2014-11-01,6
J0137_2014-11-01,13
J0138_2014-11-01,3
J0139_2014-10-30,3
J0140_2014-10-30,4
J0141_2014-11-04,4
J0142_2014-11-03,4
J0143_2014-11-04,9
J0144_2014-11-04,9
J0145_2014-11-06,3
J0146_2014-11-07,9
J0147_2014-11-07,9
J0148_2014-11-06,6
J0149_2014-11-07,9
J0150_2014-11-06,9
J0151_2014-11-07,6
J0152_2014-11-07,4
J0153_2014-11-07,6
J0154_2014-11-07,9
J0155_2014-11-07,3
J0156_2014-11-07,13
J0157_2014-11-06,9
J0158_2014-11-08,3
J0159_2014-11-05,9
J0160_2014-11-07,4
J0161_2014-11-08,3
J0162_2014-11-09,3
J0163_2014-11-08,4
J0164_2014-11-09,4
J0165_2014-11-08,4
J0166_2014-11-08,3
J0167_2014-11-08,6
J0168_2014-11-11,4
J0170_2014-11-10,6
J0171_2014-11-10,9
J0172_2014-11-11,6
J0173_2014-11-11,9
J0174_2014-11-11,9
J0175_2014-11-11,3
CDC-NIH-1122_2014-09-16,13
CDC-NIH-1650_2014-09-27,13
CDC-NIH-2303_2014-10-10,13
CDC-NIH-2313_2014-10-10,13
CDC-NIH-257_2014-08-27,13
CDC-NIH-259_2014-08-27,13
CDC-NIH-261_2014-08-27,13
CDC-NIH-2984_2014-10-23,8
CDC-NIH-3762_2014-11-19,13
CDC-NIH-3827_2014-11-23,13
CDC-NIH-3832_2014-11-23,8
CDC-NIH-3871_2014-11-25,13
CDC-NIH-3874_2014-11-25,13
CDC-NIH-3878_2014-11-25,8
CDC-NIH-595_2014-09-04,13
CDC-NIH-603_2014-09-04,13
CDC-NIH-683_2014-09-06,13
CDC-NIH-686_2014-09-06,8
CDC-NIH-708_2014-09-07,13
CDC-NIH-710_2014-09-07,13
LIBR0008_2014-10-31,13
LIBR0058_2014-11-05,13
LIBR0059_2014-11-05,13
LIBR0067_2014-11-06,8
LIBR0071_2014-11-06,13
LIBR0073_2014-11-06,13
LIBR0079_2014-11-07,13
LIBR0090_2014-11-08,13
LIBR0092_2014-11-08,13
LIBR0093_2014-11-08,13
LIBR0112_2014-11-10,13
LIBR0115_2014-11-10,13
LIBR0116_2014-11-10,13
LIBR0118_2014-11-10,8
LIBR0157_2014-11-13,13
LIBR0159_2014-11-13,13
LIBR0160_2014-11-13,13
LIBR0168_2014-11-13,13
LIBR0173_2014-11-14,13
LIBR0176_2014-11-14,8
LIBR0177_2014-11-14,8
LIBR0229_2014-11-17,13
LIBR0284_2014-11-22,8
LIBR0286_2014-11-22,8
LIBR0333_2014-11-25,13
LIBR0350_2014-11-26,13
LIBR0380_2014-11-28,13
LIBR0423_2014-12-03,13
LIBR0430_2014-12-03,13
LIBR0503_2014-12-10,8
LIBR0505_2014-12-10,8
LIBR0605_2014-12-20,13
LIBR0622_2014-12-22,13
LIBR0624_2014-12-22,13
LIBR0707_2014-12-29,13
LIBR0993_2015-01-20,13
LIBR10008_2014-08-21,13
LIBR10014_2014-08-19,13
LIBR10017_2014-08-19,13
LIBR10020_2014-08-18,13
LIBR10021_2014-08-18,13
LIBR10022_2014-08-16,13
LIBR10025_2014-08-16,13
LIBR10026_2014-08-16,13
LIBR10027_2014-08-16,13
LIBR10029_2014-08-16,13
LIBR10030_2014-08-16,13
LIBR10031_2014-08-16,13
LIBR10032_2014-08-16,13
LIBR10033_2014-08-15,13
LIBR10035_2014-08-15,8
LIBR10036_2014-08-10,8
LIBR10037_2014-08-10,13
LIBR10040_2014-08-04,8
LIBR10042_2014-08-04,8
LIBR10047_2014-10-01,13
LIBR10048_2014-10-01,13
LIBR10050_2014-10-01,8
LIBR10051_2014-10-01,13
LIBR10052_2014-10-01,13
LIBR10053_2014-10-01,13
LIBR10054_2014-09-23,13
LIBR10055_2014-09-23,8
LIBR10056_2014-09-23,13
LIBR10060_2014-09-23,13
LIBR10061_2014-09-23,8
LIBR10062_2014-09-23,8
LIBR10065_2014-09-21,13
LIBR10066_2014-09-20,13
LIBR10071_2014-09-20,13
LIBR10072_2014-09-20,13
LIBR10074_2014-09-20,13
LIBR10076_2014-09-20,8
LIBR10077_2014-08-26,13
LIBR10078_2014-08-26,13
LIBR10079_2014-08-26,13
LIBR10082_2014-08-26,13
LIBR10086_2014-08-26,13
LIBR10087_2014-08-26,13
LIBR10088_2014-08-26,13
LIBR10089_2014-08-17,13
LIBR10092_2014-08-17,13
LIBR10093_2014-08-17,13
LIBR10098_2014-08-17,13
LIBR10100_2014-08-22,13
LIBR10101_2014-08-22,13
LIBR10103_2014-08-20,8
LIBR10106_2014-08-20,13
LIBR10110_2014-08-20,8
LIBR10112_2014-08-20,13
LIBR10113_2014-08-20,13
LIBR10118_2014-08-24,13
LIBR10127_2014-08-22,13
LIBR10128_2014-08-30,13
LIBR10130_2014-09-01,8
LIBR10132_2014-09-08,13
LIBR10135_2014-09-07,13
LIBR10136_2014-09-09,8
LIBR10137_2014-09-09,8
LIBR10139_2014-09-09,13
LIBR10144_2014-09-20,8
LIBR10145_2014-09-20,13
LIBR10148_2014-09-20,8
LIBR10151_2014-09-09,8
LIBR10154_2014-09-13,8
