Isolates,Level 1,Level 2
14355_6#10,9,32
14355_6#11,12,45
14355_6#12,9,35
14355_6#13,8,30
14355_6#14,8,30
14355_6#15,2,4
14355_6#16,12,47
14355_6#17,8,29
14355_6#18,11,42
14355_6#19,8,29
14355_6#2,9,36
14355_6#20,8,29
14355_6#21,8,30
14355_6#22,10,38
14355_6#23,8,30
14355_6#24,8,29
14355_6#25,8,29
14355_6#27,6,22
14355_6#28,8,29
14355_6#29,11,42
14355_6#3,10,38
14355_6#30,8,29
14355_6#31,4,14
14355_6#32,8,29
14355_6#33,8,29
14355_6#34,10,39
14355_6#35,5,17
14355_6#36,5,15
14355_6#37,1,3
14355_6#38,8,30
14355_6#39,8,29
14355_6#4,8,29
14355_6#40,8,30
14355_6#41,8,29
14355_6#42,8,29
14355_6#43,12,45
14355_6#44,8,30
14355_6#45,8,29
14355_6#46,10,39
14355_6#47,14,56
14355_6#48,8,29
14355_6#49,15,58
14355_6#5,8,29
14355_6#50,11,40
14355_6#51,11,42
14355_6#52,12,45
14355_6#53,16,62
14355_6#54,16,63
14355_6#55,12,45
14355_6#56,13,48
14355_6#57,12,45
14355_6#58,12,46
14355_6#59,9,35
14355_6#6,8,29
14355_6#60,12,45
14355_6#61,12,47
14355_6#62,13,48
14355_6#63,2,6
14355_6#64,9,35
14355_6#65,9,35
14355_6#66,8,30
14355_6#68,2,4
14355_6#69,12,47
14355_6#7,16,64
14355_6#70,9,33
14355_6#71,7,25
14355_6#72,12,46
14355_6#73,9,36
14355_6#74,7,24
14355_6#75,10,38
14355_6#76,9,35
14355_6#77,12,46
14355_6#78,12,47
14355_6#79,4,13
14355_6#8,10,38
14355_6#80,13,48
14355_6#81,14,56
14355_6#82,16,62
14355_6#83,12,47
14355_6#84,2,4
14355_6#85,6,22
14355_6#86,10,39
14355_6#87,14,56
14355_6#88,15,58
14355_6#89,10,39
14355_6#9,9,36
14355_6#90,9,34
14355_6#91,11,40
14355_6#92,1,3
14355_6#93,16,62
14355_6#94,12,45
14355_6#95,9,34
14355_7#1,11,41
14355_7#10,8,30
14355_7#11,8,30
14355_7#12,8,30
14355_7#13,12,47
14355_7#14,12,47
14355_7#15,12,45
14355_7#16,12,45
14355_7#17,12,45
14355_7#18,12,46
14355_7#19,12,46
14355_7#2,11,41
14355_7#20,14,56
14355_7#21,14,56
14355_7#22,9,34
14355_7#23,9,34
14355_7#24,9,34
14355_7#25,8,28
14355_7#26,8,28
14355_7#27,8,28
14355_7#28,8,28
14355_7#29,9,35
14355_7#3,9,35
14355_7#30,9,35
14355_7#31,16,65
14355_7#32,16,65
14355_7#33,16,65
14355_7#34,16,65
14355_7#35,12,47
14355_7#36,12,47
14355_7#37,12,47
14355_7#38,5,15
14355_7#39,5,15
14355_7#4,9,35
14355_7#40,11,41
14355_7#41,11,41
14355_7#42,11,41
14355_7#43,12,46
14355_7#44,12,46
14355_7#45,9,35
14355_7#46,9,35
14355_7#47,9,36
14355_7#48,9,36
14355_7#49,9,36
14355_7#5,9,35
14355_7#50,15,57
14355_7#51,15,57
14355_7#52,15,57
14355_7#53,12,47
14355_7#54,12,47
14355_7#55,12,47
14355_7#56,12,46
14355_7#57,12,46
14355_7#58,12,47
14355_7#59,12,47
14355_7#6,8,30
14355_7#60,12,47
14355_7#61,16,63
14355_7#63,12,45
14355_7#64,12,45
14355_7#65,12,45
14355_7#66,14,56
14355_7#67,14,56
14355_7#68,10,38
14355_7#69,10,38
14355_7#7,8,30
14355_7#70,9,35
14355_7#71,9,35
14355_7#72,15,57
14355_7#73,15,57
14355_7#74,12,47
14355_7#75,12,47
14355_7#76,12,47
14355_7#77,9,35
14355_7#78,9,35
14355_7#79,8,29
14355_7#8,8,30
14355_7#80,8,29
14355_7#81,1,3
14355_7#82,1,3
14355_7#83,9,34
14355_7#84,9,34
14355_7#85,10,37
14355_7#86,10,37
14355_7#87,10,37
14355_7#88,12,45
14355_7#89,12,45
14355_7#9,8,30
14355_7#90,12,45
14355_7#91,12,45
14355_7#92,12,45
14355_7#93,12,45
14355_7#94,12,45
14355_7#95,12,45
14355_8#1,12,45
14355_8#10,15,60
14355_8#11,12,45
14355_8#12,12,45
14355_8#13,12,45
14355_8#14,12,47
14355_8#15,12,47
14355_8#16,12,47
14355_8#17,12,47
14355_8#18,12,47
14355_8#19,10,39
14355_8#2,12,47
14355_8#20,10,39
14355_8#21,10,39
14355_8#22,10,38
14355_8#23,10,38
14355_8#24,10,39
14355_8#25,10,39
14355_8#26,9,34
14355_8#27,9,34
14355_8#28,9,34
14355_8#29,12,45
14355_8#3,12,47
14355_8#30,12,45
14355_8#31,15,58
14355_8#32,15,58
14355_8#33,1,3
14355_8#34,1,3
14355_8#4,12,47
14355_8#5,15,61
14355_8#6,15,61
14355_8#7,15,61
14355_8#8,15,60
14355_8#9,15,60
14555_5#1,2,4
14555_5#10,9,34
14555_5#11,5,17
14555_5#12,5,15
14555_5#13,9,34
14555_5#14,12,45
14555_5#15,9,35
14555_5#16,9,35
14555_5#17,8,30
14555_5#18,12,47
14555_5#19,2,6
14555_5#2,10,39
14555_5#20,11,42
14555_5#21,12,47
14555_5#22,12,47
14555_5#23,12,47
14555_5#24,9,36
14555_5#25,10,39
14555_5#26,5,17
14555_5#27,8,30
14555_5#28,15,60
14555_5#29,8,29
14555_5#3,5,16
14555_5#30,8,29
14555_5#31,2,4
14555_5#32,8,29
14555_5#33,10,38
14555_5#34,12,45
14555_5#35,10,39
14555_5#36,9,34
14555_5#37,14,53
14555_5#38,8,29
14555_5#39,15,61
14555_5#4,9,35
14555_5#40,2,4
14555_5#41,10,38
14555_5#42,10,38
14555_5#43,9,36
14555_5#44,8,29
14555_5#45,10,39
14555_5#46,12,47
14555_5#47,8,30
14555_5#48,10,38
14555_5#49,9,35
14555_5#5,12,47
14555_5#50,8,27
14555_5#51,11,42
14555_5#52,12,47
14555_5#53,12,47
14555_5#54,16,62
14555_5#55,12,45
14555_5#56,12,46
14555_5#57,8,30
14555_5#58,8,27
14555_5#59,8,29
14555_5#6,12,46
14555_5#60,12,46
14555_5#61,12,47
14555_5#62,9,35
14555_5#63,10,39
14555_5#64,12,47
14555_5#65,11,42
14555_5#66,8,30
14555_5#67,11,42
14555_5#68,12,45
14555_5#69,12,47
14555_5#7,12,46
14555_5#70,14,56
14555_5#71,12,45
14555_5#72,8,29
14555_5#73,8,29
14555_5#74,9,31
14555_5#75,8,30
14555_5#76,8,27
14555_5#77,9,32
14555_5#78,8,29
14555_5#79,8,29
14555_5#8,5,15
14555_5#80,8,29
14555_5#81,16,64
14555_5#82,9,32
14555_5#83,9,35
14555_5#84,8,30
14555_5#85,8,30
14555_5#86,8,29
14555_5#87,8,30
14555_5#88,8,29
14555_5#89,11,42
14555_5#9,13,48
14555_5#90,8,29
14555_5#91,10,39
14555_5#92,8,30
14555_5#93,8,29
14555_5#94,8,29
14555_5#95,15,58
14555_6#1,11,40
14555_6#10,7,24
14555_6#11,9,35
14555_6#12,12,47
14555_6#13,4,13
14555_6#14,13,48
14555_6#15,10,39
14555_6#16,11,40
14555_6#17,1,3
14555_6#18,9,34
14555_6#19,9,35
14555_6#2,11,42
14555_6#20,8,26
14555_6#21,10,39
14555_6#22,8,26
14555_6#23,9,35
14555_6#24,1,3
14555_6#25,9,35
14555_6#26,10,39
14555_6#27,12,47
14555_6#28,9,36
14555_6#29,1,3
14555_6#3,13,48
14555_6#30,10,38
14555_6#31,9,35
14555_6#32,9,34
14555_6#33,9,35
14555_6#34,1,3
14555_6#35,10,39
14555_6#36,12,47
14555_6#37,12,47
14555_6#38,12,47
14555_6#39,3,9
14555_6#4,12,45
14555_6#40,15,57
14555_6#41,9,35
14555_6#42,2,5
14555_6#43,9,32
14555_6#44,3,10
14555_6#45,12,45
14555_6#46,4,14
14555_6#47,9,35
14555_6#48,13,48
14555_6#49,3,9
14555_6#5,2,6
14555_6#50,10,39
14555_6#51,10,39
14555_6#52,12,47
14555_6#53,12,47
14555_6#54,15,58
14555_6#55,10,38
14555_6#56,10,38
14555_6#57,10,39
14555_6#58,12,47
14555_6#59,12,47
14555_6#6,9,35
14555_6#60,8,30
14555_6#61,8,30
14555_6#62,10,38
14555_6#63,9,31
14555_6#64,11,44
14555_6#65,11,44
14555_6#66,14,54
14555_6#67,14,54
14555_6#68,11,44
14555_6#69,11,44
14555_6#7,9,35
14555_6#70,11,44
14555_6#71,11,44
14555_6#72,11,44
14555_6#73,11,44
14555_6#74,11,43
14555_6#75,11,43
14555_6#76,11,44
14555_6#77,11,44
14555_6#78,11,44
14555_6#79,12,47
14555_6#8,12,47
14555_6#80,12,47
14555_6#81,3,11
14555_6#82,3,11
14555_6#83,3,11
14555_6#84,13,51
14555_6#85,13,51
14555_6#86,2,7
14555_6#87,2,7
14555_6#88,12,45
14555_6#89,12,45
14555_6#9,7,25
14555_6#90,12,45
14555_6#91,14,52
14555_6#92,14,55
14555_6#93,5,18
14555_6#94,5,18
14555_6#95,5,18
14672_1#1,12,47
14672_1#10,10,38
14672_1#11,12,47
14672_1#12,2,4
14672_1#13,10,39
14672_1#14,12,45
14672_1#15,12,45
14672_1#16,2,4
14672_1#17,12,47
14672_1#18,16,62
14672_1#19,9,34
14672_1#2,6,22
14672_1#20,10,39
14672_1#21,5,16
14672_1#22,10,38
14672_1#23,10,39
14672_1#24,10,39
14672_1#25,12,45
14672_1#26,10,39
14672_1#27,9,35
14672_1#28,10,38
14672_1#29,12,45
14672_1#3,12,47
14672_1#30,12,47
14672_1#31,12,46
14672_1#32,12,46
14672_1#33,15,58
14672_1#34,9,34
14672_1#35,12,46
14672_1#36,15,58
14672_1#37,14,56
14672_1#38,5,15
14672_1#39,13,48
14672_1#4,9,35
14672_1#40,9,34
14672_1#41,5,17
14672_1#42,5,15
14672_1#43,9,34
14672_1#44,12,45
14672_1#45,9,36
14672_1#46,8,29
14672_1#47,2,4
14672_1#48,9,35
14672_1#5,10,38
14672_1#50,12,45
14672_1#51,9,36
14672_1#52,9,35
14672_1#53,9,35
14672_1#54,9,35
14672_1#55,8,30
14672_1#56,12,47
14672_1#57,2,6
14672_1#58,11,42
14672_1#59,10,38
14672_1#6,12,47
14672_1#60,9,36
14672_1#61,12,47
14672_1#62,5,17
14672_1#63,15,60
14672_1#64,10,39
14672_1#65,12,47
14672_1#66,7,23
14672_1#67,10,39
14672_1#68,9,36
14672_1#69,12,47
14672_1#7,10,38
14672_1#71,12,47
14672_1#72,16,65
14672_1#74,10,38
14672_1#75,10,39
14672_1#76,5,17
14672_1#77,8,30
14672_1#78,15,60
14672_1#79,8,29
14672_1#8,10,39
14672_1#80,14,56
14672_1#81,8,29
14672_1#82,12,46
14672_1#83,9,31
14672_1#84,12,47
14672_1#85,12,47
14672_1#86,12,45
14672_1#87,12,47
14672_1#88,2,4
14672_1#89,12,46
14672_1#9,12,46
14672_1#90,2,4
14672_1#91,8,29
14672_1#92,9,32
14672_1#93,10,38
14672_1#94,12,45
14672_1#95,10,39
14893_3#67,5,15
14893_3#68,9,36
14893_3#69,2,4
14893_3#70,9,35
