Isolates,Level 1,Level 2
6630_1#22_S_pneumoniae_Spanish_23F.dna,31,109
6630_1#23_S_pneumoniae_Spanish_23F.dna,35,134
6630_1#24_S_pneumoniae_Spanish_23F.dna,23,79
6630_1#2_S_pneumoniae_Spanish_23F.dna,28,98
6630_1#3_S_pneumoniae_Spanish_23F.dna,33,123
6630_1#4_S_pneumoniae_Spanish_23F.dna,31,110
6630_1#5_S_pneumoniae_Spanish_23F.dna,8,20
6630_1#6_S_pneumoniae_Spanish_23F.dna,17,53
6630_1#7_S_pneumoniae_Spanish_23F.dna,6,13
6630_1#8_S_pneumoniae_Spanish_23F.dna,6,13
6630_1#9_S_pneumoniae_Spanish_23F.dna,29,104
6630_2#10_S_pneumoniae_Spanish_23F.dna,12,35
6630_2#11_S_pneumoniae_Spanish_23F.dna,38,158
6630_2#12_S_pneumoniae_Spanish_23F.dna,22,74
6630_2#13_S_pneumoniae_Spanish_23F.dna,7,18
6630_2#14_S_pneumoniae_Spanish_23F.dna,12,36
6630_2#15_S_pneumoniae_Spanish_23F.dna,34,126
6630_2#16_S_pneumoniae_Spanish_23F.dna,31,112
6630_2#17_S_pneumoniae_Spanish_23F.dna,17,52
6630_2#18_S_pneumoniae_Spanish_23F.dna,31,112
6630_2#19_S_pneumoniae_Spanish_23F.dna,35,128
6630_2#1_S_pneumoniae_Spanish_23F.dna,36,142
6630_2#20_S_pneumoniae_Spanish_23F.dna,30,106
6630_2#21_S_pneumoniae_Spanish_23F.dna,21,69
6630_2#22_S_pneumoniae_Spanish_23F.dna,19,60
6630_2#23_S_pneumoniae_Spanish_23F.dna,19,60
6630_2#24_S_pneumoniae_Spanish_23F.dna,8,21
6630_2#2_S_pneumoniae_Spanish_23F.dna,22,75
6630_2#3_S_pneumoniae_Spanish_23F.dna,27,93
6630_2#4_S_pneumoniae_Spanish_23F.dna,38,158
6630_2#5_S_pneumoniae_Spanish_23F.dna,3,7
6630_2#6_S_pneumoniae_Spanish_23F.dna,3,7
6630_2#7_S_pneumoniae_Spanish_23F.dna,18,55
6630_2#8_S_pneumoniae_Spanish_23F.dna,6,14
6630_2#9_S_pneumoniae_Spanish_23F.dna,6,14
6630_3#10_S_pneumoniae_Spanish_23F.dna,38,153
6630_3#11_S_pneumoniae_Spanish_23F.dna,33,122
6630_3#12_S_pneumoniae_Spanish_23F.dna,31,112
6630_3#13_S_pneumoniae_Spanish_23F.dna,21,69
6630_3#14_S_pneumoniae_Spanish_23F.dna,38,158
6630_3#15_S_pneumoniae_Spanish_23F.dna,36,147
6630_3#16_S_pneumoniae_Spanish_23F.dna,3,7
6630_3#17_S_pneumoniae_Spanish_23F.dna,28,98
6630_3#18_S_pneumoniae_Spanish_23F.dna,37,152
6630_3#19_S_pneumoniae_Spanish_23F.dna,6,13
6630_3#1_S_pneumoniae_Spanish_23F.dna,29,104
6630_3#20_S_pneumoniae_Spanish_23F.dna,25,86
6630_3#21_S_pneumoniae_Spanish_23F.dna,36,145
6630_3#22_S_pneumoniae_Spanish_23F.dna,32,115
6630_3#23_S_pneumoniae_Spanish_23F.dna,28,98
6630_3#24_S_pneumoniae_Spanish_23F.dna,22,70
6630_3#2_S_pneumoniae_Spanish_23F.dna,29,104
6630_3#3_S_pneumoniae_Spanish_23F.dna,32,117
6630_3#4_S_pneumoniae_Spanish_23F.dna,3,7
6630_3#5_S_pneumoniae_Spanish_23F.dna,16,48
6630_3#6_S_pneumoniae_Spanish_23F.dna,32,116
6630_3#7_S_pneumoniae_Spanish_23F.dna,22,75
6630_3#8_S_pneumoniae_Spanish_23F.dna,22,75
6630_3#9_S_pneumoniae_Spanish_23F.dna,22,74
6630_4#10_S_pneumoniae_Spanish_23F.dna,19,59
6630_4#11_S_pneumoniae_Spanish_23F.dna,8,20
6630_4#12_S_pneumoniae_Spanish_23F.dna,34,126
6630_4#13_S_pneumoniae_Spanish_23F.dna,7,18
6630_4#14_S_pneumoniae_Spanish_23F.dna,32,117
6630_4#15_S_pneumoniae_Spanish_23F.dna,11,33
6630_4#16_S_pneumoniae_Spanish_23F.dna,14,42
6630_4#17_S_pneumoniae_Spanish_23F.dna,11,33
6630_4#18_S_pneumoniae_Spanish_23F.dna,17,52
6630_4#19_S_pneumoniae_Spanish_23F.dna,30,106
6630_4#1_S_pneumoniae_Spanish_23F.dna,38,158
6630_4#20_S_pneumoniae_Spanish_23F.dna,30,106
6630_4#21_S_pneumoniae_Spanish_23F.dna,8,21
6630_4#22_S_pneumoniae_Spanish_23F.dna,16,48
6630_4#23_S_pneumoniae_Spanish_23F.dna,28,97
6630_4#24_S_pneumoniae_Spanish_23F.dna,17,52
6630_4#2_S_pneumoniae_Spanish_23F.dna,2,4
6630_4#3_S_pneumoniae_Spanish_23F.dna,12,35
6630_4#4_S_pneumoniae_Spanish_23F.dna,35,129
6630_4#5_S_pneumoniae_Spanish_23F.dna,28,98
6630_4#6_S_pneumoniae_Spanish_23F.dna,35,137
6630_4#7_S_pneumoniae_Spanish_23F.dna,30,107
6630_4#8_S_pneumoniae_Spanish_23F.dna,38,158
6630_4#9_S_pneumoniae_Spanish_23F.dna,29,102
6631_1#10_S_pneumoniae_Spanish_23F.dna,38,157
6631_1#11_S_pneumoniae_Spanish_23F.dna,18,55
6631_1#12_S_pneumoniae_Spanish_23F.dna,18,55
6631_1#13_S_pneumoniae_Spanish_23F.dna,27,93
6631_1#14_S_pneumoniae_Spanish_23F.dna,21,69
6631_1#15_S_pneumoniae_Spanish_23F.dna,35,134
6631_1#16_S_pneumoniae_Spanish_23F.dna,38,154
6631_1#17_S_pneumoniae_Spanish_23F.dna,11,33
6631_1#18_S_pneumoniae_Spanish_23F.dna,26,91
6631_1#19_S_pneumoniae_Spanish_23F.dna,38,156
6631_1#1_S_pneumoniae_Spanish_23F.dna,38,158
6631_1#20_S_pneumoniae_Spanish_23F.dna,12,36
6631_1#21_S_pneumoniae_Spanish_23F.dna,31,112
6631_1#22_S_pneumoniae_Spanish_23F.dna,30,108
6631_1#23_S_pneumoniae_Spanish_23F.dna,29,102
6631_1#24_S_pneumoniae_Spanish_23F.dna,38,158
6631_1#2_S_pneumoniae_Spanish_23F.dna,18,54
6631_1#3_S_pneumoniae_Spanish_23F.dna,22,75
6631_1#4_S_pneumoniae_Spanish_23F.dna,29,99
6631_1#5_S_pneumoniae_Spanish_23F.dna,21,69
6631_1#6_S_pneumoniae_Spanish_23F.dna,31,112
6631_1#7_S_pneumoniae_Spanish_23F.dna,17,52
6631_1#8_S_pneumoniae_Spanish_23F.dna,33,121
6631_1#9_S_pneumoniae_Spanish_23F.dna,37,150
6631_2#10_S_pneumoniae_Spanish_23F.dna,31,112
6631_2#11_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#12_S_pneumoniae_Spanish_23F.dna,28,98
6631_2#13_S_pneumoniae_Spanish_23F.dna,36,146
6631_2#14_S_pneumoniae_Spanish_23F.dna,31,112
6631_2#15_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#16_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#17_S_pneumoniae_Spanish_23F.dna,11,33
6631_2#18_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#19_S_pneumoniae_Spanish_23F.dna,17,52
6631_2#1_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#20_S_pneumoniae_Spanish_23F.dna,35,132
6631_2#21_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#22_S_pneumoniae_Spanish_23F.dna,7,18
6631_2#23_S_pneumoniae_Spanish_23F.dna,33,121
6631_2#24_S_pneumoniae_Spanish_23F.dna,17,53
6631_2#2_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#3_S_pneumoniae_Spanish_23F.dna,38,158
6631_2#4_S_pneumoniae_Spanish_23F.dna,35,141
6631_2#5_S_pneumoniae_Spanish_23F.dna,35,137
6631_2#6_S_pneumoniae_Spanish_23F.dna,8,22
6631_2#7_S_pneumoniae_Spanish_23F.dna,29,104
6631_2#8_S_pneumoniae_Spanish_23F.dna,7,18
6631_2#9_S_pneumoniae_Spanish_23F.dna,31,112
6631_3#10_S_pneumoniae_Spanish_23F.dna,9,24
6631_3#11_S_pneumoniae_Spanish_23F.dna,31,110
6631_3#12_S_pneumoniae_Spanish_23F.dna,38,158
6631_3#13_S_pneumoniae_Spanish_23F.dna,37,151
6631_3#14_S_pneumoniae_Spanish_23F.dna,26,91
6631_3#15_S_pneumoniae_Spanish_23F.dna,37,151
6631_3#16_S_pneumoniae_Spanish_23F.dna,20,63
6631_3#17_S_pneumoniae_Spanish_23F.dna,16,48
6631_3#18_S_pneumoniae_Spanish_23F.dna,30,108
6631_3#19_S_pneumoniae_Spanish_23F.dna,35,128
6631_3#1_S_pneumoniae_Spanish_23F.dna,29,99
6631_3#20_S_pneumoniae_Spanish_23F.dna,15,45
6631_3#21_S_pneumoniae_Spanish_23F.dna,19,60
6631_3#22_S_pneumoniae_Spanish_23F.dna,28,98
6631_3#23_S_pneumoniae_Spanish_23F.dna,38,153
6631_3#24_S_pneumoniae_Spanish_23F.dna,38,158
6631_3#2_S_pneumoniae_Spanish_23F.dna,37,150
6631_3#3_S_pneumoniae_Spanish_23F.dna,38,158
6631_3#4_S_pneumoniae_Spanish_23F.dna,36,145
6631_3#5_S_pneumoniae_Spanish_23F.dna,17,52
6631_3#6_S_pneumoniae_Spanish_23F.dna,31,112
6631_3#7_S_pneumoniae_Spanish_23F.dna,19,60
6631_3#8_S_pneumoniae_Spanish_23F.dna,26,91
6631_3#9_S_pneumoniae_Spanish_23F.dna,38,158
6631_4#10_S_pneumoniae_Spanish_23F.dna,38,158
6631_4#11_S_pneumoniae_Spanish_23F.dna,35,138
6631_4#12_S_pneumoniae_Spanish_23F.dna,22,75
6631_4#13_S_pneumoniae_Spanish_23F.dna,19,59
6631_4#14_S_pneumoniae_Spanish_23F.dna,18,55
6631_4#15_S_pneumoniae_Spanish_23F.dna,33,123
6631_4#16_S_pneumoniae_Spanish_23F.dna,10,31
6631_4#17_S_pneumoniae_Spanish_23F.dna,11,33
6631_4#18_S_pneumoniae_Spanish_23F.dna,16,48
6631_4#19_S_pneumoniae_Spanish_23F.dna,38,157
6631_4#1_S_pneumoniae_Spanish_23F.dna,22,75
6631_4#20_S_pneumoniae_Spanish_23F.dna,35,135
6631_4#21_S_pneumoniae_Spanish_23F.dna,6,14
6631_4#22_S_pneumoniae_Spanish_23F.dna,31,112
6631_4#23_S_pneumoniae_Spanish_23F.dna,35,133
6631_4#24_S_pneumoniae_Spanish_23F.dna,38,158
6631_4#2_S_pneumoniae_Spanish_23F.dna,28,98
6631_4#3_S_pneumoniae_Spanish_23F.dna,18,55
6631_4#4_S_pneumoniae_Spanish_23F.dna,33,123
6631_4#5_S_pneumoniae_Spanish_23F.dna,38,158
6631_4#6_S_pneumoniae_Spanish_23F.dna,1,2
6631_4#7_S_pneumoniae_Spanish_23F.dna,38,158
6631_4#8_S_pneumoniae_Spanish_23F.dna,35,128
6631_4#9_S_pneumoniae_Spanish_23F.dna,31,112
6631_5#10_S_pneumoniae_Spanish_23F.dna,17,52
6631_5#11_S_pneumoniae_Spanish_23F.dna,27,92
6631_5#12_S_pneumoniae_Spanish_23F.dna,21,69
6631_5#13_S_pneumoniae_Spanish_23F.dna,5,11
6631_5#14_S_pneumoniae_Spanish_23F.dna,17,53
6631_5#15_S_pneumoniae_Spanish_23F.dna,17,53
6631_5#16_S_pneumoniae_Spanish_23F.dna,37,152
6631_5#17_S_pneumoniae_Spanish_23F.dna,35,137
6631_5#18_S_pneumoniae_Spanish_23F.dna,11,33
6631_5#19_S_pneumoniae_Spanish_23F.dna,6,14
6631_5#1_S_pneumoniae_Spanish_23F.dna,29,104
6631_5#20_S_pneumoniae_Spanish_23F.dna,7,18
6631_5#21_S_pneumoniae_Spanish_23F.dna,1,2
6631_5#22_S_pneumoniae_Spanish_23F.dna,17,52
6631_5#23_S_pneumoniae_Spanish_23F.dna,22,75
6631_5#24_S_pneumoniae_Spanish_23F.dna,30,107
6631_5#2_S_pneumoniae_Spanish_23F.dna,31,112
6631_5#3_S_pneumoniae_Spanish_23F.dna,18,55
6631_5#4_S_pneumoniae_Spanish_23F.dna,38,153
6631_5#5_S_pneumoniae_Spanish_23F.dna,17,53
6631_5#6_S_pneumoniae_Spanish_23F.dna,38,158
6631_5#7_S_pneumoniae_Spanish_23F.dna,38,158
6631_5#8_S_pneumoniae_Spanish_23F.dna,12,35
6631_5#9_S_pneumoniae_Spanish_23F.dna,26,90
6631_6#10_S_pneumoniae_Spanish_23F.dna,38,158
6631_6#11_S_pneumoniae_Spanish_23F.dna,8,21
6631_6#12_S_pneumoniae_Spanish_23F.dna,37,152
6631_6#13_S_pneumoniae_Spanish_23F.dna,18,55
6631_6#14_S_pneumoniae_Spanish_23F.dna,32,114
6631_6#15_S_pneumoniae_Spanish_23F.dna,23,80
6631_6#16_S_pneumoniae_Spanish_23F.dna,37,150
6631_6#17_S_pneumoniae_Spanish_23F.dna,22,72
6631_6#18_S_pneumoniae_Spanish_23F.dna,3,7
6631_6#19_S_pneumoniae_Spanish_23F.dna,38,158
6631_6#1_S_pneumoniae_Spanish_23F.dna,17,52
6631_6#20_S_pneumoniae_Spanish_23F.dna,26,91
6631_6#21_S_pneumoniae_Spanish_23F.dna,18,55
6631_6#22_S_pneumoniae_Spanish_23F.dna,35,135
6631_6#23_S_pneumoniae_Spanish_23F.dna,22,70
6631_6#24_S_pneumoniae_Spanish_23F.dna,9,24
6631_6#2_S_pneumoniae_Spanish_23F.dna,17,52
6631_6#3_S_pneumoniae_Spanish_23F.dna,35,138
6631_6#4_S_pneumoniae_Spanish_23F.dna,32,117
6631_6#5_S_pneumoniae_Spanish_23F.dna,31,110
6631_6#6_S_pneumoniae_Spanish_23F.dna,17,52
6631_6#7_S_pneumoniae_Spanish_23F.dna,30,106
6631_6#8_S_pneumoniae_Spanish_23F.dna,6,14
6631_6#9_S_pneumoniae_Spanish_23F.dna,25,85
6631_7#10_S_pneumoniae_Spanish_23F.dna,20,63
6631_7#11_S_pneumoniae_Spanish_23F.dna,35,135
6631_7#12_S_pneumoniae_Spanish_23F.dna,34,126
6631_7#13_S_pneumoniae_Spanish_23F.dna,1,2
6631_7#14_S_pneumoniae_Spanish_23F.dna,18,55
6631_7#15_S_pneumoniae_Spanish_23F.dna,19,59
6631_7#16_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#17_S_pneumoniae_Spanish_23F.dna,38,156
6631_7#18_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#19_S_pneumoniae_Spanish_23F.dna,37,151
6631_7#1_S_pneumoniae_Spanish_23F.dna,9,24
6631_7#20_S_pneumoniae_Spanish_23F.dna,10,29
6631_7#21_S_pneumoniae_Spanish_23F.dna,33,121
6631_7#22_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#23_S_pneumoniae_Spanish_23F.dna,35,128
6631_7#24_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#2_S_pneumoniae_Spanish_23F.dna,10,31
6631_7#3_S_pneumoniae_Spanish_23F.dna,11,33
6631_7#4_S_pneumoniae_Spanish_23F.dna,37,152
6631_7#5_S_pneumoniae_Spanish_23F.dna,35,129
6631_7#6_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#7_S_pneumoniae_Spanish_23F.dna,37,150
6631_7#8_S_pneumoniae_Spanish_23F.dna,38,158
6631_7#9_S_pneumoniae_Spanish_23F.dna,26,91
6680_4#10_S_pneumoniae_Spanish_23F.dna,38,153
6680_4#11_S_pneumoniae_Spanish_23F.dna,38,158
6680_4#12_S_pneumoniae_Spanish_23F.dna,11,33
6680_4#13_S_pneumoniae_Spanish_23F.dna,33,122
6680_4#14_S_pneumoniae_Spanish_23F.dna,31,112
6680_4#15_S_pneumoniae_Spanish_23F.dna,30,108
6680_4#16_S_pneumoniae_Spanish_23F.dna,28,97
6680_4#17_S_pneumoniae_Spanish_23F.dna,36,147
6680_4#18_S_pneumoniae_Spanish_23F.dna,31,112
6680_4#19_S_pneumoniae_Spanish_23F.dna,29,103
6680_4#1_S_pneumoniae_Spanish_23F.dna,32,117
6680_4#20_S_pneumoniae_Spanish_23F.dna,30,106
6680_4#21_S_pneumoniae_Spanish_23F.dna,32,117
6680_4#22_S_pneumoniae_Spanish_23F.dna,32,117
6680_4#23_S_pneumoniae_Spanish_23F.dna,32,115
6680_4#24_S_pneumoniae_Spanish_23F.dna,32,117
6680_4#2_S_pneumoniae_Spanish_23F.dna,28,97
6680_4#3_S_pneumoniae_Spanish_23F.dna,1,2
6680_4#4_S_pneumoniae_Spanish_23F.dna,28,96
6680_4#5_S_pneumoniae_Spanish_23F.dna,32,117
6680_4#6_S_pneumoniae_Spanish_23F.dna,34,127
6680_4#7_S_pneumoniae_Spanish_23F.dna,30,108
6680_4#8_S_pneumoniae_Spanish_23F.dna,38,158
6680_4#9_S_pneumoniae_Spanish_23F.dna,37,149
6680_5#10_S_pneumoniae_Spanish_23F.dna,2,4
6680_5#11_S_pneumoniae_Spanish_23F.dna,32,113
6680_5#12_S_pneumoniae_Spanish_23F.dna,38,158
6680_5#13_S_pneumoniae_Spanish_23F.dna,32,113
6680_5#14_S_pneumoniae_Spanish_23F.dna,16,48
6680_5#15_S_pneumoniae_Spanish_23F.dna,32,115
6680_5#16_S_pneumoniae_Spanish_23F.dna,38,158
6680_5#17_S_pneumoniae_Spanish_23F.dna,32,115
6680_5#18_S_pneumoniae_Spanish_23F.dna,32,117
6680_5#19_S_pneumoniae_Spanish_23F.dna,37,152
6680_5#1_S_pneumoniae_Spanish_23F.dna,7,18
6680_5#20_S_pneumoniae_Spanish_23F.dna,36,142
6680_5#21_S_pneumoniae_Spanish_23F.dna,34,127
6680_5#22_S_pneumoniae_Spanish_23F.dna,32,115
6680_5#23_S_pneumoniae_Spanish_23F.dna,37,151
6680_5#24_S_pneumoniae_Spanish_23F.dna,32,116
6680_5#2_S_pneumoniae_Spanish_23F.dna,31,109
6680_5#3_S_pneumoniae_Spanish_23F.dna,5,11
